DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances)
26/10/2015;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU LAC VAUBAN;Chemin de ghissignies;59530;LE QUESNOY;http://www.lequesnoyvilleforte.fr/tourisme/camping;-;400;-;173;-;-
16/08/2018;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU LAC VERT;31 Grand Rue;57930;MITTERSHEIM;www.mittersheim-loisirs.fr;-;1800;-;589;-;-
26/08/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING DU LAVEDAN;44 route des vallées;65400;LAU-BALAGNAS;http://lavedan.com;-;432;-;108;-;-
11/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU LAYON;rue Jean de Pontoise;49190;SAINT-AUBIN-DE-LUIGNÉ;http://www.staubindeluigne-mairie49.fr/camping-saint-aubin-de-luigne-49.html;-;132;-;33;-;-
31/07/2015;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU LENN;3 rue du Dibenn;56750;DAMGAN;-;-;255;-;85;-;-
05/09/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU LETTY;Chemin de Creisanguer;29950;BÉNODET;www.campingduletty.com;-;2168;-;542;-;-
07/05/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU LION;Quartier Ile Chenevier;07700;BOURG-SAINT-ANDÉOL;http://www.campingdulion.com;-;560;-;140;-;-
19/06/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU LITTORAL;penhors;29710;POULDREUZIC;http://www.campinglittoral.net/;-;4;-;45;-;-
04/09/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU LOUP;Route de la forêt;65100;LOURDES;http://www.camping-du-loup-lourdes.com/;-;240;-;60;-;-
27/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MANOIR;rond point des sapins;80120;FORT-MAHON-PLAGE;-;-;956;-;239;-;-
15/06/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU MANOIR DE PENN AR STER;2 chemin de Penn Ar Ster;29940;LA FORÊT-FOUESNANT;http://www.camping-pennarster.com;-;388;-;97;-;-
21/12/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MARAIS;Route départementale 13;21570;RIEL-LES-EAUX;http://www.campingdumarais-riel.com/fr;-;60;-;18;-;-
29/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MARTINET SAINT-CLAUDE;Route du Martinet;39200;VILLARD-SAINT-SAUVEUR;www.camping-saint-claude.fr;-;408;-;102;-;-
08/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MAS DE LA CROUX;Mas de la Croux;46130;TAURIAC;http://www.dordogne-vacances.fr/camping-le-mas-de-la-croux;-;276;-;69;-;-
16/06/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU MENHIR;rue Clos Er Bé;56730;SAINT-GILDAS-DE-RHUYS;http://www.camping-bretagnesud.com;-;728;-;182;-;-
24/10/2018;CAMPING;4 étoiles;TOURISME;-;CAMPING DU METTEY;Chemin du Camping;88120;VAGNEY;www.campingdumettey.com;-;328;-;82;-;-
15/03/2021;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU MEUL-HOUCK;149 rue du Meul-Houck;59254;GHYVELDE;https://www.camping-dumeulhouck.com/;-;400;-;117;-;-
09/05/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MINIHY;LE MINIHY;22170;PLÉLO;http://www.minihy.com/;-;380;-;95;-;-
26/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MINIHY;21 rue du minihy;22370;PLÉNEUF-VAL-ANDRÉ;http://www.camping-minihy-val-andre.com;-;236;-;59;-;-
17/10/2019;CAMPING;1 étoile;LOISIRS;-;CAMPING DU MIRON;Lieu-Dit le MIRON;07340;SAINT-JACQUES-D'ATTICIEUX;-;-;120;-;30;-;-
04/09/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU MOLINEL;29 route de ponches;62140;TORTEFONTAINE;http://www.campingdumolinel.fr;-;796;-;199;-;-
11/11/2016;CAMPING;1 étoile;TOURISME;-;CAMPING DU MONT DENIER;FERME DU VINCEL;04360;MOUSTIERS-SAINTE-MARIE;http://camping-verdon-moustiers.com;-;108;-;27;-;-
18/10/2018;CAMPING;4 étoiles;LOISIRS;-;CAMPING DU MONT NOIR;2810 route du parc;59270;SAINT-JANS-CAPPEL;http://www.campingdumontnoir.com;-;420;-;105;-;-
17/06/2019;CAMPING;4 étoiles;TOURISME;-;CAMPING DU MONT OLYMPE;174 RUE DU PAQUIS;08000;CHARLEVILLE-MÉZIÈRES;http://www.camping-mont-olympe.fr/;-;484;-;121;-;-
30/06/2020;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MONT SEREIN;le mont serein;84340;BEAUMONT-DU-VENTOUX;https://www.campingventoux.com;-;300;-;58;-;-
15/11/2017;CAMPING;1 étoile;TOURISME;-;CAMPING DU MONT-SAINT-MICHEL;Route du Mont Saint Michel;50170;LE MONT-SAINT-MICHEL;www.camping-montsaintmichel.com;-;376;-;94;-;-
11/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MOTTEN;6 allée des pins;56400;SAINTE-ANNE-D'AURAY;http://campingdumotten.wixsite.com/campingsteannedauray;-;460;-;115;-;-
20/02/2019;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MOUCHET;les Margouillières;86300;CHAPELLE-VIVIERS;https://www.campingdumouchet.com/;-;156;-;39;-;-
26/10/2016;CAMPING;1 étoile;TOURISME;-;CAMPING DU MOUDANG;Pont du Moudang;65170;ARAGNOUET;http://www.campingmoudang.com/;-;400;-;100;-;-
05/03/2018;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU MOULIN;3 Rue de La Molière;62380;REMILLY-WIRQUIN;https://www.campingdumoulin.com/;-;180;-;45;-;-
11/07/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU MOULIN;route de la glacière;64700;HENDAYE;-;-;324;-;81;-;-
04/10/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU MOULIN;561 chemin du Moulin Brûlé;42140;CHAZELLES-SUR-LYON;http://www.le-moulin-brule.com/;-;176;-;44;-;-
11/07/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MOULIN;Impasse du Moulin;15250;JUSSAC;https://camping.caba.fr/camping-moulin/;-;180;-;45;-;-
10/10/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MOULIN;Zone d'Activité de Câlin;44190;CLISSON;https://camping.clissonsevremaine.fr/accueil/;-;192;-;48;-;-
24/05/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MOULIN D'AURORE;49 rue de trégunc;29900;CONCARNEAU;www.moulinaurore.com;-;680;-;170;-;-
04/05/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU MOULIN DE COLLONGE;moulin de collonge;71390;SAINT-BOIL;http://www.moulindecollonge.com;-;284;-;71;-;-
23/04/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU MOULIN DE LA GASSOTTE;10 rue du 8 mai 1945;86310;SAINT-SAVIN-SUR-GARTEMPE;www.moulindelagassotte.fr;-;192;-;48;-;-
14/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MOULIN DE THOARD;Route Du Planas;04380;THOARD;www.lemoulindethoard.com;-;96;-;24;-;-
26/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MOULIN VERT;pratulo;29270;CLÉDEN-POHER;http://www.a-pratulo.com;-;180;-;45;-;-
19/07/2017;CAMPING;4 étoiles;LOISIRS;-;CAMPING DU MUHLENBACH;10 route du muhlenbach;57230;STURZELBRONN;www.camping-muhlenbach.com;-;1200;-;300;-;-
11/07/2018;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU MUSÉE;Route du Musée;62179;AUDINGHEN;http://audinghen-capgrisnez.fr;-;616;-;154;-;-
02/10/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU MÛRIER;Rue Alain Gerbault;53400;CRAON;http://www.campingdecraon53.fr/;-;180;-;45;-;-
02/08/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU NIZOUR;2 route de la Charente;16440;SIREUIL;http://www.campingdunizour.com;-;224;-;56;-;-
25/07/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PAOU;19 chemin du Paou;22620;PLOUBAZLANEC;www.campingdupaou.fr;-;144;-;36;-;-
28/06/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PARADIS;ROUTE DU MILIEU;44490;LE CROISIC;http://www.camping-paradis.com/;-;428;-;107;-;-
12/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PARC;15 Route de Laval;53200;AZÉ;http://campingchateaugontier.fr;-;200;-;50;-;-
21/04/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PARC;9 allée William Jonka;17750;ÉTAULES;http://www.campingduparc17.com;-;270;-;54;-;-
17/10/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PARC;RUE DU CALVAIRE;79160;COULONGES-SUR-L'AUTIZE;http://www.tourisme-gatine.com/organiser/ou-dormir/campings/107829-camping-du-parc;-;116;-;29;-;-
02/03/2018;CAMPING;1 étoile;TOURISME;-;CAMPING DU PARC D'OLHAIN;Rue de Rebreuve;62620;MAISNIL-LÈS-RUITZ;http://www.parcdolhain.fr/hebergement/camping/;-;384;-;96;-;-
27/09/2018;CAMPING;1 étoile;TOURISME;-;CAMPING DU PARC DE CREMAULT;2 RUE DU STADE;86210;BONNEUIL-MATOURS;http://www.tourisme-chatellerault.fr/mon-sejour/ou-dormir/hebergements-de-plein-air/camping-du-parc-de-cremault-1346263;-;220;-;55;-;-
14/11/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PARC DE CROMENACH;village de cromenac'h;56190;AMBON;www.villagedecromenach.com;-;200;-;50;-;-
12/10/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PARC DE LOISIRS DE NEUFONT;neufont;24380;SAINT-AMAND-DE-VERGT;http://www.loisirs-neufont.com/accueil/;-;204;-;68;-;-
14/11/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PARC LANN;52 rue Thiers;56400;LE BONO;http://www.campingduparclann.fr/;-;240;-;60;-;-
03/07/2015;CAMPING;4 étoiles;TOURISME;-;CAMPING DU PARIS ROUSSILLON;Avenue de la Retirada;66700;ARGELÈS-SUR-MER;http://www.parisroussillon.com;-;872;-;218;-;-
27/06/2017;CAMPING;1 étoile;TOURISME;-;CAMPING DU PAS DES BICHES;75 rue du pas des biches;17520;CELLES;http://www.camping-du-pas-des-biches.com;-;100;-;25;-;-
01/07/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PASQUIER;18 chemin Victor et Georges Thévenot;39100;DOLE;http://camping-le-pasquier.com;-;2;-;120;-;-
31/10/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PASSE TEMPS;rue de la moselle;54290;BAYON;http://www.bayon.mairie54.fr/fr/camping-du-passe-temps.html;-;320;-;80;-;-
21/12/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PERCHE;3 rue de la Ferrière;28240;FONTAINE-SIMON;http://www.campingduperche.com;-;412;-;103;-;-
31/05/2018;CAMPING;1 étoile;TOURISME;-;CAMPING DU PETIT BOIS;Route des Aix d'Anguillon;18250;HENRICHEMONT;https://www.berryprovince.com/hotellerie-plein-air/camping-du-petit-bois-dhenrichemont-henrichemont/;-;152;-;38;-;-
06/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PETIT BONHEUR;14 rue du port;17350;CRAZANNES;http://www.dupetit-bonheur.com;-;132;-;33;-;-
27/03/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PETIT PONT;RUE DU DOCTEUR BIHOREL;27540;IVRY-LA-BATAILLE;https://www.canoenature.fr/camping-du-petit-pont/;-;300;-;79;-;-
25/10/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PETIT PONT;109B/111 AVENUE DE L'ÉTRADE;17530;ARVERT;http://www.camping-dupetitpont.com;-;200;-;56;-;-
11/10/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PHARE;Boulevard Charles V;14600;HONFLEUR;http://www.normandie-sur-mer.fr/25-nos-campings/125-camping-phare;-;308;-;77;-;-
11/07/2017;CAMPING;1 étoile;TOURISME;-;CAMPING DU PHARE;2 rue de La Mer;62480;LE PORTEL;https://www.tohapi.fr/nord-pas-de-calais/camping-le-phare.php;-;2064;-;344;-;-
09/11/2016;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PHARE DE L'ILE VIERGE;MELEDAN KELERDUT;29880;PLOUGUERNEAU;http://www.camping-phare-ile-vierge.com/;-;220;-;55;-;-
02/08/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PIED GIRARD;9 rue de la forêt;85520;SAINT-VINCENT-SUR-JARD;http://www.campingsaintvincentsurjard.com;-;480;-;120;-;-
07/04/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PIN DE GALLE;760 sentier des douaniers;83220;LE PRADET;http://campingdupindegalle.com;-;160;-;40;-;-
15/10/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PLA DE BARRÈS;Route des Bouillouses;66210;LA LLAGONNE;www.pladebarres.com;-;656;-;164;-;-
02/10/2019;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PLAN D'EAU;Loude;31310;RIEUX-VOLVESTRE;https://www.camping-rieux.eu/fr;-;300;-;64;-;-
23/10/2018;CAMPING;4 étoiles;TOURISME;-;CAMPING DU PLAN D'EAU;1 rue du camping;16710;SAINT-YRIEIX-SUR-CHARENTE;http://www.camping-angouleme.fr;-;524;-;131;-;-
12/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PLAN INCLINÉ;annexe Hoffmuhl;57820;HENRIDORFF;http://camping-planincline.com;-;260;-;65;-;-
09/11/2018;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PLEIN AIR;402 route de gamaches;80230;ESTRÉBŒUF;www.camping-du-plein-air.com;-;640;-;160;-;-
29/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU POINT VERT;Route Du Point Vert;01470;SERRIÈRES-DE-BRIORD;http://www.camping-ain-bugey.com/;-;548;-;137;-;-
31/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PONT;730 boulevard du moulin;34150;GIGNAC;https://www.campingdupont.com;-;152;-;38;-;-
16/06/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING DU PONT;225 route du Cirque de Gens;07120;PRADONS;http://www.campingdupontardeche.com;-;252;-;84;-;-
04/07/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PONT;route du pont;24350;LISLE;http://www.campinglisle.com;-;180;-;45;-;-
02/10/2019;CAMPING;1 étoile;LOISIRS;-;CAMPING DU PONT CHARLET;35 ruelle de la Blanche;59116;HOUPLINES;http://www.camping-du-pont-charlet.fr/;-;160;-;40;-;-
10/04/2019;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PONT D'ABENSE;Quartier Abense de Haut;64470;ALOS-SIBAS-ABENSE;https://www.campingdupontdabense.fr/;-;200;-;50;-;-
06/07/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU PONT D'AVIGNON;10 route de Barthelasse;84000;AVIGNON;http://www.aquadis-loisirs.com/camping-du-pont-d-avignon/;-;1200;-;300;-;-
07/06/2018;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PONT D'OYE;308 rue de la rivière;62215;OYE-PLAGE;http://www.campingdupontdoye.fr/;-;132;-;33;-;-
06/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PONT DE BOURGOGNE;12 rue Julien Leneveu;71380;SAINT-MARCEL;http://www.camping-chalon.com;-;400;-;100;-;-
11/07/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PONT DE BRAYE;Le Pont de Braye;48300;CHASTANIER;http://www.camping-lozere-naussac.fr;-;140;-;35;-;-
24/10/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PONT DE L'ÉTANG;BOULEVARD DE LA MANCHE, Pléhérel Plage;22240;FRÉHEL;www.camping.frehel.info;-;3600;-;900;-;-
11/07/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PONT DE LUNEL;126 chemin des nouguiés;34400;LUNEL;http://www.camping-du-pontdelunel.com;-;250;-;81;-;-
30/06/2016;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PONT DE MERCIER;Les Champs de Mercier;07330;THUEYTS;http://www.campingpontdumercier.fr;-;360;-;90;-;-
21/09/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PONT DES BERGERS;11 rue du pont des bergers;86600;SANXAY;-;-;112;-;28;-;-
31/07/2015;CAMPING;1 étoile;TOURISME;-;CAMPING DU PONT LAT;chemin de La Lannes;64360;MONEIN;http://www.monein.fr/temps-libre/camping.html;-;80;-;20;-;-
20/11/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PONT LAUGUÈRE ANNEXE;Rue d'Ayguebere;64440;LARUNS;www.camping-laruns.com;-;40;-;14;-;-
21/09/2018;CAMPING;1 étoile;TOURISME;-;CAMPING DU PONT NEUF;Route Nationale 106;48400;FLORAC;https://www.campingdupontneuf.com;-;116;-;29;-;-
26/04/2018;CAMPING;1 étoile;LOISIRS;-;CAMPING DU PONT NEUF;rue des écoles;56950;CRACH;http://www.camping-pontneuf.fr/;-;100;-;25;-;-
31/10/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PONT VERT;RUE  DE LA PISCINE;71360;ÉPINAC;https://www.camping-epinac-bourgogne.com;-;332;-;83;-;-
10/07/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU PONT À COCHONS;113 rue des pierres;59229;TÉTEGHEM;http://www.campingdupontacochons.fr;-;300;-;75;-;-
19/05/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PORT;rue de la gare;49330;CHÂTEAUNEUF-SUR-SARTHE;http://www.vallee-de-la-sarthe.com/fr/syndication/campings/detail/HPAPDL049V5000FF/CHATEAUNEUF-SUR-SARTHE/CAMPING-MUNICIPAL-LE-PORT-CHaTEAUNEUF-SUR-SARTHE;-;250;-;60;-;-
03/07/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PORT;Rue de la Loire;57970;BASSE-HAM;http://nautic-ham.fr/index.php/fr/le-camping;-;296;-;74;-;-
16/08/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PORT;4 Rue du Port;17170;LA RONDE;http://camping-naturiste-du-port.com;-;176;-;44;-;-
09/06/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PORT;Le Port;24170;SIORAC-EN-PÉRIGORD;www.camping-port-siorac.com;-;249;-;84;-;-
02/11/2016;CAMPING;4 étoiles;TOURISME;-;CAMPING DU PORT;3 CHEMIN DES DOUANIERS;22560;PLEUMEUR-BODOU;http://www.camping-du-port-22.com/;-;700;-;96;-;-
26/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PORT;Le port;46600;CREYSSE;http://www.campingduport.com;-;400;-;100;-;-
03/10/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PORT CAROLINE;rue du pont caroline;49800;BRAIN-SUR-L'AUTHION;http://www.campingduportcaroline.fr;-;512;-;128;-;-
27/04/2018;CAMPING;1 étoile;LOISIRS;-;CAMPING DU PORT D'ALON;1647 route du port d'alon;83270;SAINT-CYR-SUR-MER;https://www.saintcyrsurmer.com/hotellerie-plein-air/camping-du-port-dalon-saint-cyr-sur-mer/;-;100;-;27;-;-
26/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PORT D'ARCIAT;Route du Port d'arciat;71680;CRÊCHES-SUR-SAÔNE;http://campingduportdarciat.pagesperso-orange.fr/;-;640;-;160;-;-
13/05/2019;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU PORT D'AURAY;Lieu-dit Le Branhoc;56400;AURAY;http://camping-auray.fr/;-;396;-;99;-;-
05/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PORT DE MORICQ;13 route du port de moricq;85750;ANGLES;http://www.camping-port-de-moricq.com/;-;600;-;150;-;-
26/04/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PORT DE PLAISANCE;Route de Paris;80200;PÉRONNE;http://www.camping-plaisance.com;-;300;-;93;-;-
26/09/2018;CAMPING;5 étoiles;TOURISME;-;CAMPING DU PORT DE PLAISANCE;7  route de Bénodet;29950;CLOHARS-FOUESNANT;http://www.campingbenodet.fr;-;1412;-;353;-;-
26/06/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PORT DISEUR;RUE ANDRE COMPAIN;08800;MONTHERMÉ;https://www.facebook.com/Camping-Du-Port-Diseur-226777054552571/;-;200;-;57;-;-
26/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU POULDU;83 Rue Des Grands Sables;29360;CLOHARS-CARNOËT;http://www.camping-du-pouldu.com;-;400;-;100;-;-
09/08/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU POULQUER;23 rue du Poulquer;29950;BÉNODET;http://www.campingdupoulquer.com;-;744;-;186;-;-
07/11/2016;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PRIEURÉ;Rue du prieuré;14860;BAVENT;http://www.campingduprieure.com;-;376;-;94;-;-
09/11/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PRÉ BAILLY;2 rue de la gare;25840;VUILLAFANS;http://www.camping-vuillafans.com/;-;196;-;49;-;-
07/05/2018;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU PRÉ DE L'ABBAYE;12 rue du marais;80160;LŒUILLY;https://www.camping-loeuilly.com/;-;280;-;70;-;-
22/05/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PRÉ DE L'ÉGLISE;rue du Pré de l'église;28380;SAINT-RÉMY-SUR-AVRE;http://ville-st-remy-sur-avre.fr/index.php/bienvenue/camping;-;180;-;44;-;-
23/01/2019;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU PRÉ DES MOINES;RD 44 le Pont de Saint Leu;60340;SAINT-LEU-D'ESSERENT;https://www.camping-lepredesmoines.com;-;540;-;135;-;-
02/06/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU PRÉ ROLLAND;1 PLACE RICHARD WILLM;38710;MENS;http://camping-prerolland.fr;-;360;-;90;-;-
07/06/2018;CAMPING;4 étoiles;TOURISME;-;CAMPING DU PUY ROND;Allée du Puy Rond;79300;BRESSUIRE;http://www.puyrondcamping.com;-;108;-;27;-;-
31/05/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU PYLÔNE;189 avenue du pylône;06600;ANTIBES;http://www.campingdupylone.com;-;333;-;111;-;-
07/05/2018;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU QUINQUIS;Le Pouldu;29360;CLOHARS-CARNOËT;www.campingquinquis.com;-;648;-;162;-;-
12/07/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU RANCH;64 rue de la Bache;33990;NAUJAC-SUR-MER;http://camping-ranch.fr/;-;400;-;100;-;-
12/07/2016;CAMPING;4 étoiles;LOISIRS;-;CAMPING DU RELAIS;83 ROUTE DE CABOURG;14810;MERVILLE-FRANCEVILLE-PLAGE;https://www.camping-du-relais-cabourg.fr/;-;356;-;89;-;-
06/06/2016;CAMPING;2 étoiles;TOURISME;-;CAMPING DU RENARD;RUE DU GUÉ;86150;QUEAUX;https://queauxcampingdurenard.net/;-;100;-;26;-;-
18/07/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU RIED;1 rue du camping;67860;BOOFZHEIM;http://www.camping-ried.com/;-;1589;-;315;-;-
24/08/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU RIUFERRER;Rue de la Forge;66150;ARLES-SUR-TECH;http://www.campingduriuferrer.com/;-;640;-;160;-;-
29/06/2016;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU RIVAGE;Impasse des étangs;62910;HOULLE;http://www.camping-du-rivage.fr/;-;600;-;100;-;-
25/07/2017;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU RIVAGE;21 rue du rivage;62910;SERQUES;http://www.camping-du-rivage.fr;-;336;-;105;-;-
14/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU ROUERGUE;35 Bis Avenue De Fondiès;12200;VILLEFRANCHE-DE-ROUERGUE;http://www.campingdurouergue.com;-;372;-;93;-;-
13/11/2016;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU ROZ;Anse du Roze;29460;LOGONNA-DAOULAS;http://www.camping-du-roz.com/;-;285;-;80;-;-
02/08/2016;CAMPING;1 étoile;TOURISME;-;CAMPING DU RUISSEAU BLANC;Route de Bagnères;65100;LOURDES;http://www.camping-lourdes-ruisseau-blanc.com;-;210;-;70;-;-
10/10/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU RUISSEAU DE TREIL;Lieu-Dit Le Ruisseau;46160;LARNAGOL;http://www.lotcamping.com/french/;-;200;-;49;-;-
19/09/2018;CAMPING;1 étoile;LOISIRS;-;CAMPING DU SABLON;38 hameau de la mer;50330;COSQUEVILLE;-;-;252;-;63;-;-
27/09/2017;CAMPING;3 étoiles;TOURISME;-;CAMPING DU SABOT;813 route du Stade;43200;SAINT-MAURICE-DE-LIGNON;www.campingdusabot.fr;-;243;-;81;-;-
16/10/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU SALAGOU;Lac du Salagou;34800;CLERMONT-L'HÉRAULT;http://www.campinglacdusalagou.fr;-;1945;-;333;-;-
16/01/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU SEVRON;115 Chemin du moulin des groboz;01370;SAINT-ÉTIENNE-DU-BOIS;https://www.campingdusevron.fr/;-;31;-;35;-;-
14/09/2017;CAMPING;2 étoiles;TOURISME;-;CAMPING DU SIGNAL;17 rue du camping;01460;NANTUA;www.camping-nantua.fr;-;184;-;46;-;-
04/08/2020;CAMPING;2 étoiles;LOISIRS;-;CAMPING DU SOLEIL;2070 ROUTE DE L'ESPIGUETTE;30240;LE GRAU-DU-ROI;http://www.camping-soleil.com;-;920;-;330;-;-
05/10/2017;CAMPING;4 étoiles;TOURISME;-;CAMPING DU SOLEIL DE PROVENCE;Route de Nyons;84110;SAINT-ROMAIN-EN-VIENNOIS;www.camping-soleil-de-provence.fr;-;776;-;194;-;-
16/07/2018;CAMPING;2 étoiles;TOURISME;-;CAMPING DU SOLEIL LEVANT;Le Bord Du Lac;87400;SAINT-MARTIN-TERRESSUS;http://www.st-martin-terressus.fr/loisirs/camping-municipal.html;-;136;-;34;-;-
07/10/2020;CAMPING;1 étoile;TOURISME;-;CAMPING DU SONNAY;307 route du Sonnay;69210;SOURCIEUX-LES-MINES;https://www.campingdusonnay.fr/;-;100;-;25;-;-
20/06/2017;CAMPING;3 étoiles;LOISIRS;-;CAMPING DU STADE;100 rue du stade;62830;SAMER;http://campingdustade.wixsite.com/camping-de-samer;-;612;-;153;-;-
06/11/2018;CAMPING;3 étoiles;TOURISME;-;CAMPING DU STAEDLY;30 rue de l'étang;67480;ROESCHWOOG;https://www.camping-paysrhenan.fr/;-;600;-;150;-;-
